accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
0.9965821063631525,0.9402139894572178,0.7334661471418014,0.769718579897727,0.9966024434349309,0.9965821063631525,0.996207565925795
