epoch,train_loss,val_loss
1,0.680771944257225,0.18392920209369995
2,0.19142859514533825,0.11996606721685042
3,0.13055610378220153,0.13473885611549574
4,0.1300676075853601,0.2011651898364416
5,0.1346327865168972,0.13486288224895893
6,0.10282657254092109,0.12093283065308376
7,0.1377282066931165,0.1635667630748581
