accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
0.8969238957268373,0.4223414806328323,0.9559675210373041,0.4800117037102647,0.9538552238571081,0.8969238957268373,0.9180493347165118
