accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
0.9562251460075359,0.5382745541385408,0.971859099371078,0.5987769329219924,0.9785073801676281,0.9562251460075359,0.9655254754136944
