accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
0.9413123084839087,0.5902871916304684,0.9482360231031719,0.6429820371559205,0.9681532174792472,0.9413123084839087,0.9516736784055629
