accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
0.9168937305610615,0.5033742212530811,0.9618220547653846,0.5770499850202022,0.9590358675451066,0.9168937305610615,0.9328279892845952
