accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score
0.9928883765093635,0.9868878663631379,0.7366669277965949,0.7746696240904747,0.9929379109125006,0.9928883765093635,0.9924628878834577
